,name,Air,Energi,Protein,Lemak,Abu,Karbohidrat,Serat Total,Gula Total,Kalsium (Ca),Besi (Fe),Magnesium (Mg),Fosfor (P),Kalium (K),Natrium (Na),Seng (Zn),Tembaga (Cu),Mangan (Mn),Selenium (Se),Vitamin C,Tiamina (B1),Riboflavin (B2),Niasin,Pantotenat (B5),Vitamin B6,Folat Total (B9),Kolina,Vitamin B12,Vitamin A IU,Vitamin A RAE,Retinol,a-karoten,b-karoten,b-kriptosantin,Likopen,Zeaksantin + Lutein,Vitamin E,Vitamin D,Vitamin D IU,Vitamin K,Lemak Jenuh,Lemak Tunggal,Lemak Ganda,Kolesterol
207,Rawon,7274,367073,8138,18112,22198,48917,7033,24419,132816,5995,82113,161575,285997,10334,2159,32,4611,19451,23516,52,19,2266,345,446,35055,47724,819,167858,40209,19225,353,57717,5266,83,130894,2347,267,8562,8747,7171,7621,186,97814
208,Rawon,72713,367075,8319,18065,22203,4880,7187,2436,132776,5947,82155,161597,285978,103289,2096,374,4578,19406,23578,167,197,2123,433,457,3504,47571,689,167892,40176,19111,3598,57775,5295,-9,131078,2294,251,8418,867,7192,7619,1827,97932
209,Rawon,72861,366909,8216,18012,22143,48936,7164,24335,132726,6024,8212,161624,286121,103315,2185,273,4604,19282,23593,79,67,2261,439,393,35188,47671,707,16779,40153,1915,3595,57786,5139,53,131015,2316,263,850,875,7071,7585,1855,97916
210,Udang Asam Manis,35243,1539,2014,903,26062,17655,67,14428,235,513,109,423,1153,1797516,68,356,1307,309,48,204,54,6663,803,712,127,157,11,584238,930,768,0,958,0,12062,1659,1378,0,0,1471,19601,42544,24934,10
211,Udang Asam Manis,35299,153896,1969,9028,26023,17659,754,14406,23506,464,10982,42399,115326,179665,43,126,204,3003,4704,41,17,575,167,123,12713,15737,13,58385,93042,76701,78,95838,59,1156,16491,140,-76,-95,14798,1979,4338,2455,1008
212,Udang Asam Manis,35148,153969,1922,894,25971,17618,686,14378,23473,545,10849,42325,115357,179677,113,8,195,3147,4762,79,-15,739,17,38,12616,15645,31,58424,92958,76862,94,95703,-11,1265,1665,1315,92,49,14773,2002,4178,2476,1079
213,Udang Asam Manis,35329,15383,2066,8972,26021,17621,606,14336,23402,587,10831,4232,115382,179749,155,-22,96,3045,4838,-6,-19,702,121,101,1267,15783,198,58497,92986,76792,-45,95705,-91,1253,16548,1341,59,44,14762,1957,4349,246,941
214,Udang Asam Manis,35154,153877,2035,9034,26048,17568,666,14434,2352,513,1095,42348,115259,179793,105,-26,206,3035,4715,69,39,61,39,22,12789,15632,135,58397,92982,76801,39,95728,64,1287,16571,1396,-5,38,14705,1978,4277,2591,98
215,Udang Asam Manis,35301,153987,2097,9094,26082,17612,739,14376,23509,502,10824,42204,115238,179677,122,71,162,3017,4811,3,-35,631,147,26,12687,15758,166,58444,93025,76875,15,95775,-5,122,16555,1424,86,-66,14611,2029,4171,2396,1057
216,Udang Asam Manis,35291,153986,2018,8946,26144,17707,729,14407,23565,416,10906,4226,115279,17982,108,-18,19,3055,4713,7,112,728,29,9,12778,15674,68,58486,92912,76714,58,95894,57,1187,16654,1381,-76,-42,14665,2022,4156,2516,954
217,Udang Asam Manis,35166,153888,1968,9052,25982,17603,611,14471,23461,466,10955,42257,115272,179841,132,73,187,3142,4833,-28,64,65,168,8,12783,15734,203,58404,9290,76807,-81,9576,85,1225,16578,1472,-63,-1,14768,2041,4242,2522,984
218,Udang Asam Manis,35198,153827,1977,9107,26143,1769,587,14356,23586,588,10882,42392,115261,179803,21,82,208,3176,4741,1,83,72,-4,32,12721,15675,91,58353,92969,76802,-65,95765,13,1284,16668,1409,93,-65,14619,1896,4326,2532,1035
219,Udang Asam Manis,35228,153975,1914,8949,25966,17621,596,14478,23555,419,10846,42357,115288,179815,121,-45,81,3162,4866,95,12,737,11,64,12698,15657,141,58331,93035,76876,-99,95876,1,1236,16563,1349,93,-78,14649,2031,427,241,1009
220,Nugget Sayur,47745,1611,7564,1475,11395,31277,447,1236,710,2793,451,991,1867329,621818,875,2278,15856,130,183,232,2149,2169,4151,1539,578,178,69,827187,1408,11,78477,422573,25,21,761663,46,0,0,6717,3856,3954,4824,65
221,Nugget Sayur,47788,161168,7495,1399,11468,31324,4428,128,70919,2861,45108,99181,186743,62222,905,291,1545,1299,1852,318,22,2205,361,87,57858,17722,-27,82648,140783,1165,7858,42323,2552,2108,76233,384,7,1,67231,449,45,525,6472
222,Nugget Sayur,47822,16105,7607,1431,11381,31293,4438,120,71032,2766,45194,99126,186794,62187,949,271,1623,12985,1803,146,298,2249,499,217,57845,17743,168,82737,140751,1069,7749,42164,2587,2191,76139,397,45,36,67237,322,428,556,6531
223,Nugget Sayur,47687,161193,7614,1486,11389,31359,447,1251,71057,2813,45141,9905,186766,62244,971,209,1554,12966,1926,233,201,2268,349,8,57845,1788,27,82677,140842,1014,7784,4232,2434,2194,76188,395,2,-1,67255,447,437,47,651
224,Nugget Sayur,4782,161157,7634,1516,11367,31333,4461,1158,70932,2798,45025,99004,186711,6219,967,217,1581,13084,1824,165,238,210,372,228,57809,17843,77,82697,140757,1181,794,42323,2524,2012,76117,538,18,64,67222,318,329,56,655
225,Nugget Sayur,4784,161034,7635,1403,11349,31312,4568,1156,70973,2829,45066,99043,186662,62149,792,165,1503,1308,1771,30,203,212,415,186,5774,17825,91,82734,140865,1011,7821,42249,2574,2031,7612,554,45,58,67077,419,422,396,6535
226,Nugget Sayur,47833,161123,7607,1425,1130,31186,446,1144,7099,2864,45044,99042,186823,62085,926,30,158,13038,1859,292,195,2161,486,174,57826,17879,156,82792,140866,1114,7793,42351,2577,2182,7616,516,-4,-32,67181,438,357,508,6479
227,Nugget Sayur,4769,161098,7509,1464,11474,31276,4561,1195,70923,2717,45028,99132,18668,62248,788,178,1579,13076,1785,159,257,2101,508,221,57839,17742,136,82655,14079,1155,7815,42254,2572,2156,76078,384,-95,67,67207,44,466,451,6518
228,Nugget Sayur,47813,161083,7645,1533,11491,31235,4374,1244,71004,2807,45132,99123,186764,62142,909,239,157,12923,187,213,185,2235,489,105,5779,17743,144,82639,140803,1029,7797,42252,2483,2025,76102,412,-58,1,67266,388,43,555,6568
229,Nugget Sayur,47649,16104,7662,151,11413,31376,4437,1225,70971,2696,45056,99006,186799,62096,808,281,1586,13005,1892,16,297,2198,356,164,57755,17805,15,82647,140893,1003,7862,42198,2455,2136,76221,392,-24,-23,67138,405,415,427,6535
230,Ayam Wijen Saus Mentega,68418,5914,12454,37346,22856,5717,1161,1438,2486,7506,964,2532,3087,1012249,2085,8526,21186,1724,1693,2842,2192,24848,4798,5187,471,1864,13,786166,872,751,126,405,0,0,5461,2468,13,52,1688,89176,163873,97331,309
231,Ayam Wijen Saus Mentega,68434,591449,12451,37345,22811,57212,11531,146,24859,751,96466,253253,308619,101253,2123,802,2187,17158,16852,22,128,2532,453,548,47177,18603,119,78555,8730,75169,12536,40598,76,-4,5404,2507,88,5103,16969,8907,16368,9809,30864
232,Ayam Wijen Saus Mentega,68322,591384,12512,3729,22906,57266,11692,1407,248529,7479,96387,253205,308614,101219,2167,846,2195,17247,16992,209,268,247,452,44,47169,18553,205,78695,87188,75113,12598,40525,62,-75,549,2557,61,5231,16916,8946,16435,9747,30863
233,Ayam Wijen Saus Mentega,68461,591336,12478,37277,22776,5714,1152,1382,248651,7456,96415,253125,308607,101298,2005,771,2214,17295,1702,309,308,2399,565,513,47197,1855,73,78673,87262,75187,12507,40599,-93,96,550,2507,72,5171,16826,8856,16382,9649,30904
234,Ayam Wijen Saus Mentega,68498,591338,12386,37446,22819,5722,11555,1454,248617,754,96402,25314,308657,101168,2127,913,2201,17207,16992,307,161,2563,552,598,47143,18673,81,78534,87143,75049,12585,4052,-63,-34,5515,2386,151,5247,16943,8833,16337,9704,3087
235,Ayam Wijen Saus Mentega,68511,591427,12498,37413,22862,57237,11548,1353,248697,7587,96487,253124,308681,101251,2074,756,2195,1727,16866,217,214,257,467,421,47063,18712,218,78709,87198,75066,12577,40554,53,-39,5535,2522,7,5136,16916,8908,16309,9715,30913
236,Ayam Wijen Saus Mentega,68333,591486,12508,37251,22899,57187,11547,1496,248561,7463,96355,253259,308761,101151,1996,821,205,17236,16915,29,163,2471,416,498,47003,18664,215,78595,87222,75088,12645,40494,67,52,5391,2558,89,5236,16964,9012,16299,9811,30988
237,Ayam Wijen Saus Mentega,68327,59134,12404,37418,22833,57182,11538,1391,248501,7481,96432,253292,308606,101232,2117,806,2029,17296,16882,261,216,2413,514,47,47013,1857,55,78708,87198,75161,12515,40429,31,-76,551,2372,76,5176,1697,8991,16414,9824,30864
238,Ayam Wijen Saus Mentega,68501,591387,12475,37324,22902,5726,11672,1381,24861,7541,96409,253271,30866,10120,208,799,2153,17265,16933,376,254,2412,384,452,47057,18728,203,7866,87239,75109,12652,40548,-81,12,5365,2536,73,5257,16809,8976,16334,9827,30855
239,Ayam Wijen Saus Mentega,68476,591389,12538,37439,22805,57237,11523,1523,248636,7536,96458,253258,308657,10118,2033,769,2087,17233,16903,368,179,2385,478,583,47057,18665,221,78571,87132,75104,12598,40569,36,27,5541,2385,86,5162,1696,8884,16331,977,3097
240,Gyoza,41939,4531,6771,31467,23147,36163,174,9235,336,1329,283,875,1002002,297742,514,103,3137,684,197,1456,1192,23396,27,2289,332,1226,67,113667,117,34,0,1,0,0,199,2204,0,0,1489,38778,156452,103223,83
241,Gyoza,42003,453058,6819,31535,23119,36253,1692,9254,33506,1401,28221,87454,100216,29778,558,91,392,6935,2026,228,71,2283,246,229,33246,12275,45,11312,11651,3403,44,171,9,-33,1958,213,-91,-65,14899,3933,15672,10369,8338
242,Gyoza,42028,45315,6835,31462,23071,36065,1821,9215,33608,1273,28209,8747,100142,29715,487,62,335,6921,203,114,77,2299,357,179,3311,12341,84,11342,1177,3429,92,74,88,-96,1931,2229,-2,4,14796,3917,15635,10411,8373
243,Gyoza,4193,453086,6851,31487,23209,36167,1826,9281,3355,1373,28376,87584,100142,29691,536,192,411,6939,1919,5,187,2316,324,178,33215,12289,-17,11449,11722,3385,9,145,-77,64,1991,2198,-45,-38,14879,3817,15735,10225,8257
244,Gyoza,41894,453039,6708,31525,23182,36115,1714,9164,33529,1407,28206,87404,100185,2985,492,51,357,6774,1984,242,109,2295,268,274,33146,12274,17,11308,11731,3402,-5,84,-26,-84,2087,2249,63,-51,1486,3967,15687,10342,8386
245,Gyoza,42025,453114,6709,31404,2309,36199,1808,928,33689,1352,2828,87546,100249,29784,444,4,359,6844,192,162,138,2398,315,26,33154,1223,-14,11373,11693,3312,63,149,-54,-85,1895,2128,-56,-12,14925,3847,15677,10294,8215
246,Gyoza,41846,453168,6805,31426,23155,36118,1751,9273,33575,1364,28313,87424,100257,29692,532,97,366,6908,1976,215,169,2377,306,288,33171,1221,134,11432,11758,3424,-1,2,34,-92,1891,2303,89,-84,14966,3784,15552,10241,8392
247,Gyoza,42039,453103,684,31382,23134,36202,1827,927,33586,1419,28283,87548,100228,29676,605,118,39,694,1971,71,55,2359,187,223,33118,12358,101,11388,1177,3353,99,52,-96,-2,1987,2113,-85,-81,14827,3918,15702,10226,8275
248,Gyoza,41984,453049,6714,31442,2308,36112,181,9271,3354,1268,28328,87574,100288,29774,611,9,289,6848,2061,205,107,2373,25,161,33297,1228,41,11458,11692,3387,2,4,82,37,2065,2197,21,11,1484,3786,15586,10409,8206
249,Gyoza,4185,453019,6815,31377,23082,3612,1707,9262,33517,1294,28299,87403,100108,29743,598,59,245,6782,2006,119,133,2425,287,289,33182,12189,67,11398,11781,3376,5,137,29,-41,2022,2255,-32,6,14829,3828,15699,10357,8251
250,Orak Arik Telur Sayuran,57897,1979,5636,12781,16265,16841,378,3793,748,2265,295,1105,2595,417758,532,1666,7543,82,2768,691,1308,8805,4042,2916,291,5282,197,2633706,1145,216,39477,585285,50,1,1533,2249,22,88,1253,16476,83454,20828,411
251,Orak Arik Telur Sayuran,57993,197878,5703,12779,16217,16746,3869,3762,74773,2351,2959,110489,259598,41711,529,121,813,8222,27652,46,227,791,487,232,29189,52913,122,263299,114559,21522,3927,58622,4959,77,153207,2176,289,8886,12547,1659,8266,2069,41155
252,Orak Arik Telur Sayuran,57876,197979,5715,12872,16309,16819,3878,3717,74788,2275,29582,110436,259561,41832,517,169,834,8205,27684,23,159,933,339,327,29071,52852,274,263289,114509,21546,3916,5851,498,84,153213,2328,164,8798,12539,1628,8248,2145,41098
253,Orak Arik Telur Sayuran,5798,19792,5692,12826,16229,16864,3705,3865,74804,2265,29475,11059,259444,41763,592,194,788,8133,27726,74,193,851,391,30,29066,5272,269,263386,114402,21678,3878,58559,5019,153,153396,2241,177,8888,12437,1553,8356,2055,41133
254,Orak Arik Telur Sayuran,57913,197984,5609,12796,16248,16924,3801,3791,74734,2356,2950,110515,259447,41708,582,121,801,8254,27663,91,225,877,458,271,29051,52918,275,263432,114599,21637,3981,58619,4983,104,153294,2192,289,8717,12451,1551,8248,213,41051
255,Orak Arik Telur Sayuran,5796,197961,5555,12754,16362,16919,3821,3873,74704,2291,29406,110529,259448,41817,436,93,701,8145,27723,162,165,804,484,373,29095,52742,234,263339,114591,21683,3881,58475,5021,194,153217,2296,206,8802,12626,1642,832,2145,41117
256,Orak Arik Telur Sayuran,57888,197817,5539,1272,16236,16791,3724,3827,74708,2183,29437,110594,259468,41845,57,99,70,8236,27636,-13,201,954,461,28,29105,52731,284,263424,114482,21678,3859,58596,4988,142,15322,233,132,8845,12471,1687,8309,2178,41048
257,Orak Arik Telur Sayuran,57843,197981,5609,12829,16276,16775,3863,3803,74713,218,29447,110573,259524,41767,55,157,679,824,27591,99,55,783,487,222,29127,52798,152,263319,11453,21692,3921,5849,499,47,15332,2202,186,8883,12591,1552,8405,218,4106
258,Orak Arik Telur Sayuran,57896,197942,5718,12872,16344,16794,3755,3878,74835,2219,2942,110473,259436,41687,572,94,829,8235,27741,86,197,977,467,241,29074,52813,29,263404,114435,2157,3935,58493,5053,108,153256,2313,174,8739,12528,1729,8349,2084,41165
259,Orak Arik Telur Sayuran,57845,197947,5663,12836,16346,1680,369,3837,74794,2355,29439,110459,259466,41803,459,142,774,8274,27737,21,62,895,362,383,29084,52789,211,263459,114451,21508,3898,58487,5082,17,15332,2343,168,8787,12591,1564,8419,2063,4115
260,Dim Sum Ceker Ayam,6839,3043,4769,22894,12119,21891,319,2272,615,3201,505,1002,222432,269491,1111,1648,37553,1094,1909,645,766,21882,3603,3686,101,1425,97,1525,100,28,36,820,44,13895,857,2057,1,2,442,71516,85747,57618,93
261,Dim Sum Ceker Ayam,68416,304211,4795,22807,12166,21876,3134,2208,61552,319,50468,100241,222444,26911,1209,18,384,10969,19085,52,73,2225,354,418,10191,1430,76,152478,1009,2804,3563,81988,4442,1401,85784,2022,-77,132,4362,7067,8604,5845,9235
262,Dim Sum Ceker Ayam,68377,304385,4719,22859,1215,21983,3205,222,61586,323,50554,100138,222521,26986,1141,91,3741,10886,19147,-17,95,2207,439,391,10167,14241,44,152493,10081,2854,361,8194,4407,1446,85649,2131,5,234,4326,7212,8564,5743,9318
263,Dim Sum Ceker Ayam,68371,304343,4782,22886,12154,2184,3277,2189,61407,3118,50459,10023,222397,26857,1107,12,3762,10953,19054,147,-22,2182,399,43,10139,1428,62,152485,1006,2777,3565,81984,4477,1346,85613,2128,-76,176,4383,7073,8585,5823,920
264,Dim Sum Ceker Ayam,68334,304352,4838,22903,12154,21982,3259,2206,61537,3163,50548,100178,222528,26881,1124,145,3784,10927,19063,84,1,2183,339,347,10178,14198,187,152589,10014,2889,367,82034,4328,1319,85702,1999,-62,209,4427,7166,8576,5731,9285
265,Dim Sum Ceker Ayam,68415,304383,4849,22936,12208,21859,3121,2248,61413,313,50481,100228,222353,27008,1078,154,3754,10943,19127,-35,147,2112,419,279,10052,14325,2,152478,10095,2835,3668,82036,4348,1399,85785,2092,17,124,4329,7149,8607,5801,9314
266,Dim Sum Ceker Ayam,68329,304221,4864,22974,12022,21901,3193,2215,61434,3206,50521,10020,222441,2686,1019,249,368,1087,19068,-7,89,2248,354,419,10033,14216,167,152519,10048,2822,3614,81926,4339,1358,85682,1991,5,285,4447,7243,8649,5676,9203
267,Dim Sum Ceker Ayam,68389,304231,4828,22916,12125,21874,3282,2305,61534,3195,50444,100195,222473,26951,1186,17,3737,10937,19063,-22,158,2135,278,336,10149,14292,2,152527,9999,2846,3624,81988,4457,1458,85693,2103,1,234,4471,7091,8552,5751,936
268,Dim Sum Ceker Ayam,68321,304247,4869,22819,12131,21917,3146,2306,61406,3144,5043,100289,222423,26892,1152,223,3849,10841,19105,-4,24,2244,369,40,10077,14301,195,152531,10044,2822,3639,82087,4493,1428,85782,2045,-72,134,4487,7225,8483,5733,9383
269,Dim Sum Ceker Ayam,6835,304314,4859,2297,12201,21894,3222,2242,61426,3257,50587,10011,222445,2692,120,137,3828,10911,19065,53,14,2125,271,316,10045,14264,89,152592,10026,2877,3562,81938,4403,1346,85776,2017,-64,152,4387,7139,8523,5812,9364
270,Sayur Tempe Tahu Cabe Hijau,44197,1334,4562,2036,10975,28231,369,11754,1409,5188,295,805,2421,133758,808,1797,13499,343,1249,607,1058,6445,205,5115,278,68,8,32185,309,0,0,16,0,0,48,24,0,0,5,5031,4895,7166,0
271,Sayur Tempe Tahu Cabe Hijau,44151,133422,4576,209,10956,28252,3715,11796,140818,5217,29547,80417,242157,13342,902,18,1308,3393,12463,54,152,599,196,595,27874,6774,57,3209,30868,-2,94,1676,21,32,4743,114,-18,-66,56,483,455,672,93
272,Sayur Tempe Tahu Cabe Hijau,44151,133429,4584,209,11046,28189,3648,11781,140824,5198,29454,80541,242068,13306,753,235,1366,3364,1247,82,21,638,262,512,27732,6797,-41,3278,30958,66,14,163,23,-65,4827,82,-6,-79,545,468,421,807,58
273,Sayur Tempe Tahu Cabe Hijau,44291,133459,4469,2126,1088,28275,3702,11683,140807,5197,29502,8056,242163,13299,728,21,1275,3459,12486,-4,199,675,239,583,27872,6776,6,322,30935,43,77,1672,8,22,4777,9,-14,-88,593,435,515,731,-51
274,Sayur Tempe Tahu Cabe Hijau,44281,133328,4545,1968,11006,28281,3668,11815,140922,512,29433,8058,242112,13399,751,123,1257,346,12492,12,106,596,129,458,2770,6744,-3,3234,30811,-67,98,170,-77,17,4711,45,29,-25,556,534,407,755,-8
275,Sayur Tempe Tahu Cabe Hijau,44181,133395,464,2052,11009,28277,3635,11721,140958,5102,29582,80489,242124,13366,759,261,1292,3342,12486,127,107,70,216,539,27883,6755,-15,3303,30887,15,22,1532,-13,61,4811,13,-15,-31,451,476,514,804,-19
276,Sayur Tempe Tahu Cabe Hijau,44127,133318,466,199,1090,28269,3721,11793,140899,516,29595,80504,242188,1342,864,186,1297,3489,12493,-18,61,589,111,534,27791,6854,9,3235,30955,-63,-65,1584,68,0,471,-43,45,-3,449,527,549,715,-37
277,Sayur Tempe Tahu Cabe Hijau,44242,133332,4593,1975,1093,28322,3685,11849,140849,5245,29467,80546,242003,13293,865,242,1335,3478,12454,-15,25,617,18,501,27736,6854,-16,3236,30907,-21,45,1623,-89,-66,4866,-1,-74,-2,499,535,483,63,-74
278,Sayur Tempe Tahu Cabe Hijau,44152,13349,4515,1944,11062,28153,3693,11723,140924,525,29516,80414,242034,13339,801,116,1386,3406,12511,11,173,567,21,47,27881,6811,29,3148,30808,-8,11,1598,54,4,4701,32,77,-94,51,588,584,775,62
279,Sayur Tempe Tahu Cabe Hijau,44263,133451,4571,2016,10876,28226,366,11693,140908,520,29403,8043,242132,13396,737,208,1337,3347,12563,3,51,553,284,478,2773,677,-2,3182,30985,-33,28,1628,-16,-68,4729,37,99,91,548,408,512,683,-62
280,Telur Bumbu Bali,43426,1617,5929,3768,16578,30299,508,6879,1575,7978,602,1072,307132,321633,1272,1747,48933,1348,936,948,1895,18099,3689,4362,398,493,119,627185,473,160,0,47,9,0,527,173,2,82,64,11932,11397,10127,385
281,Telur Bumbu Bali,43393,161725,5913,3793,16615,30214,5036,6796,157589,802,60126,107297,307132,32152,1333,82,4809,13519,9365,117,166,1894,456,527,39701,49334,169,6269,4726,15962,72,4644,927,-33,52778,233,184,8222,616,120,111,934,38451
282,Telur Bumbu Bali,4336,161697,5836,3838,16522,30366,5008,6821,157413,8077,60115,107225,307175,32134,1249,195,4953,13529,9381,58,145,1785,438,469,3978,49339,3,62782,47353,15977,-68,4793,95,88,52677,195,116,8185,647,1243,1173,1043,3842
283,Telur Bumbu Bali,43514,161766,590,3771,16669,30274,5125,6831,157502,7895,60106,107111,307046,32176,1217,157,4845,13409,9355,176,151,185,408,493,39776,49285,95,6266,47371,16094,-38,4683,927,9,52632,233,176,8229,726,1181,1084,1097,38575
284,Telur Bumbu Bali,43505,161707,5883,3771,16543,30375,5053,6832,157491,8063,60295,107141,307142,32184,1329,78,4843,13413,940,9,262,1735,403,344,39817,49252,122,62751,47305,16074,-83,4715,814,-86,52665,109,252,8143,673,1202,1187,99,3846
285,Telur Bumbu Bali,43376,161676,5883,3767,16485,3038,5109,6909,15741,7976,60155,107175,307067,32072,1319,185,4954,13541,9422,52,135,178,317,462,39852,49399,124,62661,47202,15939,45,4779,913,74,52673,204,262,8264,597,1139,1151,962,38581
286,Telur Bumbu Bali,43464,161627,5886,3729,16588,30278,502,6909,157536,8002,60216,107126,307231,32147,1356,205,4969,13393,9306,5,239,1771,395,414,39836,49286,3,62751,4720,15997,65,4622,837,-11,52649,77,276,8193,55,1189,1158,955,38421
287,Telur Bumbu Bali,43364,161601,5836,370,16676,30275,5073,6867,157548,7997,6013,107204,307091,32237,1207,152,4972,13526,9285,5,113,1782,381,507,3985,49253,152,62738,47304,16094,-62,4793,95,-71,52757,91,274,8233,605,1202,1074,1071,38562
288,Telur Bumbu Bali,43383,161643,5856,3701,16589,30292,5149,6869,157419,8051,60272,107122,307098,32254,1265,177,4921,13459,9284,68,26,1716,367,384,3972,49394,36,62758,47367,1604,19,4725,836,-45,52774,199,288,8228,564,1192,113,1082,38416
289,Telur Bumbu Bali,43384,161679,599,3745,16582,30332,5176,689,157439,7897,6020,107121,307096,32219,1256,202,4816,13438,9273,49,217,1784,453,434,39729,4934,183,62799,47383,1609,-18,4678,916,4,52751,205,169,8276,668,1112,1139,1051,3841
290,Ayam Woku,60331,3006,7892,14311,1693,40595,538,13862,1581,8256,786,1193,2520044,428633,1152,2008,72867,1268,340,771,1672,2859,3294,6385,475,2783,64,1619348,568,24,36,561,40,0,7349,184,4,16,723,62068,48809,21795,77
291,Ayam Woku,60244,300626,7794,14212,16974,40561,5343,13943,158168,8318,78581,119231,252052,42914,1234,172,724,12684,34082,134,193,2873,389,554,47509,27834,16,161884,5686,2433,3681,5609,4035,7,73465,1752,137,1595,7157,617,4875,2161,7668
292,Ayam Woku,60419,300626,7962,14327,1700,40547,5453,13809,158016,8211,78663,119211,252022,42812,106,213,7267,12673,34055,149,172,288,326,575,47532,27905,9,161971,56779,2414,3594,56041,3986,-59,73584,1858,122,1504,7132,6185,488,2149,7683
293,Ayam Woku,60364,300584,7935,14222,16879,40559,5299,13875,15807,8236,78592,119306,25192,42937,1202,119,7368,12626,33953,84,239,276,371,682,47553,27902,5,161855,56754,2361,3562,56111,3921,-65,73393,1918,-18,157,7184,6289,4953,2274,764
294,Ayam Woku,60357,300664,7903,14224,16907,40507,5296,1379,158113,8172,78517,119257,251945,42942,1122,266,7223,12715,33964,112,75,2952,40,566,47595,27785,5,161981,56735,2322,350,56156,4021,37,73391,185,67,168,716,6159,4878,2092,7725
295,Ayam Woku,60292,300632,7872,14373,1702,40683,5351,13939,158141,8237,78612,119398,251948,42807,1199,156,723,1274,33927,14,168,2784,293,725,47587,2781,138,161959,5674,2416,3666,56016,3924,59,7352,1798,96,1676,7174,6197,4782,2147,7645
296,Ayam Woku,60356,300665,7956,14346,1700,40651,5389,13942,158077,8156,78563,119249,251928,42846,1089,114,7231,12674,33926,26,97,2821,309,549,47479,2788,113,161965,56764,2323,3581,5612,4082,-95,73473,1762,-18,1523,7269,6147,4896,2177,7789
297,Ayam Woku,60242,300585,7841,14245,16904,40654,5474,13823,158043,8208,78553,119341,251949,42915,1233,146,7231,12727,33965,165,224,2843,255,636,47427,27858,4,161983,56711,2485,368,56047,3946,45,7357,1808,91,1626,7193,6294,4925,2237,7604
298,Ayam Woku,60371,300584,7831,1439,1694,40692,5379,13791,158089,8281,78546,119251,251912,42838,1216,17,7322,12719,34086,105,199,2866,379,657,47591,27857,-19,162007,5677,2456,3515,56186,396,94,73531,1824,-1,1619,716,6284,4861,2143,767
299,Ayam Woku,60276,300508,7991,14394,16954,40513,5433,13895,158174,830,78503,119368,252033,42786,1172,147,7341,12667,34098,175,234,2861,231,724,47531,27732,132,161892,56779,2405,3539,56137,4059,77,73479,1858,136,1577,7184,6135,4915,2096,7706
300,Ayam Goreng Kecap,59752,2430,4896,1226,2114,31412,478,11932,733,4127,421,767,144732,236516,826,2145,4032,878,2486,532,769,19073,2732,3198,172,963,111,1815667,367,232,36,589,40,0,7309,1787,0,0,725,56986,44408,14729,90
301,Ayam Goreng Kecap,59736,24300,496,12167,21185,31364,4755,11962,73338,4056,42159,76768,144723,23654,825,261,4082,8824,24904,13,-12,1998,321,352,17125,9639,67,181517,36721,23279,3534,58896,4014,-14,73163,1737,37,27,7152,5768,437,1541,8943
302,Ayam Goreng Kecap,59769,242977,4853,12251,21155,31414,4705,11977,73304,4117,42191,7668,144729,23691,752,263,4066,8761,24902,48,-16,1926,35,322,17166,9572,107,181663,36796,23273,3667,58816,3902,98,73043,1812,79,12,7271,563,4471,1474,9047
303,Ayam Goreng Kecap,59748,243027,4811,12251,21165,31461,4845,11978,73356,4214,42179,76653,144695,23561,772,263,4057,8795,24913,77,152,1905,317,251,17219,9657,204,181609,36667,2313,3554,5894,3932,-66,73106,1706,-1,-93,7286,5787,4388,1524,8946
304,Ayam Goreng Kecap,59846,242964,4809,12276,21142,3146,4769,12001,73207,4135,42122,76792,144756,23611,728,267,3988,8847,24919,-42,176,1935,306,371,17199,9539,143,181616,3679,23203,3648,58928,4016,89,73169,1723,23,92,7343,5603,4418,145,9054
305,Ayam Goreng Kecap,59689,242902,4848,12192,21178,31421,4748,11922,73286,4032,42149,76743,144719,2365,838,183,4068,8809,24865,-8,21,191,341,236,17299,9687,20,181591,36645,23275,3639,58987,3927,9,73065,1692,-54,-31,725,5607,4406,1548,8993
306,Ayam Goreng Kecap,59818,243074,4932,1229,21045,3148,4689,11992,73232,4126,42183,76611,144683,23739,821,266,3937,8702,24802,74,7,1912,306,413,17126,9574,9,181492,36669,23123,3555,58925,398,52,73088,1796,65,-96,717,5756,4374,1408,8994
307,Ayam Goreng Kecap,5978,242947,4829,12187,21056,31344,4806,1195,73391,4212,42157,76614,144799,23687,793,236,4106,8878,24875,37,22,185,274,229,17297,9557,10,181613,36729,2322,3574,58892,4016,79,72991,1719,2,86,7333,5766,4485,1501,8983
308,Ayam Goreng Kecap,59852,243021,4985,12288,21151,31512,4839,11844,73348,4057,42107,76765,144807,23661,829,163,4021,8823,24905,133,33,1855,353,355,1721,9649,65,181521,36672,23247,3563,58839,4096,-16,73067,1848,72,-52,7249,5797,4397,1504,8901
309,Ayam Goreng Kecap,59833,242933,4858,12258,21213,31364,4744,11912,73205,408,42041,76712,144806,23674,816,192,403,8819,24941,104,47,1906,246,251,17225,966,144,181634,3661,23102,3567,5896,4094,-19,73064,1772,75,2,7163,5704,436,1398,8978
310,Ayam Balado,3879,2887,5267,23666,21504,20831,744,887,1890,7228,591,1039,2436267,275516,1333,2205,17561,623,1253,682,1095,16637,1926,399,325,1016,34,109681,408,24,0,11,0,0,24,3227,4,16,185,10478,93147,25134,64
